X,AbcBourse,Barchart,Benzinga,BourseDirect,BusinessInsider,Cnbc,Fidelity,FinancialTimes,Fintel,Finviz,Fool,Forbes,Iexcloud,Investing,Investor,Koyfin,Lesechos,MacroTrends,Marketbeat,Marketscreener,MarketWatch,MorningStar,Msn,Nasdaq,Nyse,Reuters,SeekingAlpha,SlickCharts,StockAnalysis,StockMonitor,TradingEconomics,TradingView,UnusualWhales,WallStreetJournal,Webull,Yahoo
Fool,0.9958427160921531,0.995381018141533,0.9944072119314822,0.9906208758452542,0.9866118733602086,0.9929519624920273,0.991893432136235,0.9918616976829123,0.9699860830388094,0.9668365511264623,0,0.9615513767629281,0.9916140234216262,0.9956700252121227,0.9896550439576814,0.9990673874800183,0.9662368881118881,0.6859699128089228,0.707742861191809,0.9966574795025447,0.9960719093132646,0.996201345360936,0.996639393563293,0.9964704771599693,0.9978309841377854,0.9160347751505818,0.9942137759634695,0.9876916060424036,0.9910798800111635,0.9938254768716523,0.9834485424985169,0.997270870592281,0.9930866712622172,0.9963624627567668,0.8326095015120476,0.9958966018818199
Forbes,0.9970443349753695,0.9973628691983122,0.9630829015544041,0.9608015468447881,0.9940362595419847,0.9638866396761133,0.9569331788335265,0.9615513767629281,0.9626383763837638,0.9926714360495551,0.9615513767629281,0,0.75,0.9959765910753475,0.9656072470443728,0.9648071307822346,0.9802197802197802,0.9190949047696565,0.7586085113897227,0.9978971962616823,0.9627217971675077,0.9972135144548938,0.9973185555952807,0.9629209844559585,0.9773087071240105,0.9207678883071553,0.9762625458021348,0.9939252336448599,0.9967948717948718,0.9976231633535004,1,0.9972562648618987,0.9655490618271301,0.9627217971675077,0.9630686886708296,0.9645401052957572
Iexcloud,0.9976234003656307,0.9915710585575562,0.9926813478696177,0.9931343611625741,0.9824073825443284,0.9904181599061241,0.994429029159041,0.9879522384951308,0.9666938024280607,0.962349171858525,0.9916140234216262,0.75,0,0.9900129883806649,0.9920367422777169,0.9925540160253947,0.9999428604079766,0.6346650783058878,0.7828947368421053,0.9956654938527606,0.9906990800109537,0.993850240180842,0.9944273603455501,0.9905413736734633,0.9947367030877187,0.9140695456122095,0.9970907860516958,0.9796906260058441,0.999914928610926,0.9974592708727095,0.9848592397297605,0.9931264006618586,0.9965161931866888,0.9909705805678168,0.7921808989880722,0.9930977407291751
Investing,0.9947794042378953,0.9954921263143772,0.9888439308167244,0.9901815867362732,0.9925718976074067,0.9891559386684735,0.9889625910824021,0.9888460862198494,0.9884026970749822,0.9736054151029634,0.9956700252121227,0.9959765910753475,0.9900129883806649,0,0.9888448655134486,0.9948122227492534,0.9622592802932521,0.6409526267148361,0.7337129393284901,0.9934057724632337,0.9902252889549662,0.9924573812705759,0.9956471108933951,0.9904951966583365,0.9944687224502564,0.9760675859589657,0.9925072614019004,0.989944354998164,0.9898165441882386,0.9922122242690473,0.982245268418274,0.9923568394222599,0.9898214365363743,0.9902252889549662,0.7994514808279075,0.9915650588508164
Investor,0.9994574615984537,0.9902877887788779,0.9912328541148346,0.9986808359747719,0.9797684168496706,0.988914427270338,0.9903516118569153,0.9865805713100413,0.9643463533337184,0.962538479971981,0.9896550439576814,0.9656072470443728,0.9920367422777169,0.9888448655134486,0,0.9902551930049401,0.9996424558177546,0.665336051454669,0.7411327701258998,0.9910460991137934,0.9875312256702473,0.99128364258629,0.9953628506632837,0.9888030628598224,0.9938266317248989,0.9117411841870581,0.9924841035464389,0.9785689693124799,0.9911514824133699,0.9957294902423818,0.9921811980360897,0.9908242449118209,0.9960213938138647,0.9880221396864792,0.8168984470802721,0.9910731772120867
Koyfin,0.9968330419292053,0.9956693633450504,0.9950727791578559,0.9914343743847933,0.9857407039476701,0.9936704948936191,0.9940637561162924,0.9922360448449141,0.9671004466932838,0.9743181463204597,0.9990673874800183,0.9648071307822346,0.9925540160253947,0.9948122227492534,0.9902551930049401,0,0.9691717715025648,0.7085880419308712,0.6957882891291246,0.9976787547482273,0.9962750491159136,0.9969257948815019,0.9969844562633047,0.9959656470379928,0.9977026939164734,0.9135092213310326,0.9951904910273324,0.9863922875275195,0.9924026374676217,0.9958704952106542,0.9855359569253432,0.9968482603498175,0.9937068392663063,0.9965616424249618,0.8392898585829891,0.9956496318405835
Lesechos,0.9994059994059994,0.9690880989180835,0.9939985759332723,0.9931708916083916,0.9632949848100005,0.9945885235858689,0.9938639652677279,0.9621857578626275,0.9812576812781647,0.9947,0.9662368881118881,0.9802197802197802,0.9999428604079766,0.9622592802932521,0.9996424558177546,0.9691717715025648,0,0.6062664773879538,0.7677570093457944,0.9997003595685178,0.9635469478807545,0.9616927933229896,0.9699163929531204,0.9635976475359967,0.968755007210383,0.9894289844597036,0.9999290981281905,0.9686169134049889,0.9999433138710957,0.999288256227758,0.9904099736274274,0.9628788269915844,0.9999493003447577,0.9635469478807545,0.7761806981519507,0.9642412470740575
MacroTrends,0.929276096520464,0.6918650837843657,0.6686565822903553,0.699761401788072,0.629813757604118,0.6704639914177899,0.6813591527188011,0.7421840812507667,0.6631187705660737,0.6786496336819602,0.6859699128089228,0.9190949047696565,0.6346650783058878,0.6409526267148361,0.665336051454669,0.7085880419308712,0.6062664773879538,0,0.6434329760909114,0.6993025848226682,0.7106132221823669,0.7128048798179449,0.7433272277812556,0.6935803420784922,0.816473149112296,0.6898855181186351,0.7165389651196526,0.6123611999454761,0.6569910722589045,0.576705765551707,0.5001452259392891,0.7552830778855176,0.6865028587041134,0.7108975581405909,0.9167913229112261,0.6633714011453218
Marketbeat,0.808152056859789,0.7140101296565293,0.7394374289763659,0.690942525733934,0.7499264023188931,0.7413554544459962,0.6938271206150268,0.7042972269187575,0.7095565196913879,0.731122113353876,0.707742861191809,0.7586085113897227,0.7828947368421053,0.7337129393284901,0.7411327701258998,0.6957882891291246,0.7677570093457944,0.6434329760909114,0,0.7482247323301078,0.6892849426569603,0.7020242013313207,0.7128891947017915,0.70881876860974,0.6967442398494106,0.6870117678613337,0.7409917505447754,0.7584788661098456,0.7966252220248667,0.8013294310233643,0.6111111111111112,0.6950493706443901,0.7135902673421457,0.6898832839472371,0.6552631265697723,0.7020707773141709
Marketscreener,0.9989284398754311,0.9932204338413556,0.9973500582987175,0.9918305253723787,0.9840023232616574,0.9959372615174519,0.9954389196313027,0.9908839266050292,0.964096540324856,0.9805373226980341,0.9966574795025447,0.9978971962616823,0.9956654938527606,0.9934057724632337,0.9910460991137934,0.9976787547482273,0.9997003595685178,0.6993025848226682,0.7482247323301078,0,0.9942808995316531,0.9946971853462033,0.9950851910141107,0.99434783219788,0.9948736554263331,0.9262429848466214,0.9976628680224056,0.9831600783143762,0.9954783425809915,0.9992247750412018,0.9889424658301199,0.9944302939892775,0.9957667297407781,0.994280888030888,0.8311276100375532,0.9942589615057221
MarketWatch,0.9942341021197174,0.9950750657295955,0.9938707300912634,0.9887004501341533,0.9875627098115154,0.9930968593344759,0.9926546415067031,0.9918192552481581,0.9643772911166404,0.9722422525246684,0.9960719093132646,0.9627217971675077,0.9906990800109537,0.9902252889549662,0.9875312256702473,0.9962750491159136,0.9635469478807545,0.7106132221823669,0.6892849426569603,0.9942808995316531,0,0.9968641256359179,0.9951551787361239,0.9977836398810713,0.9994023336332516,0.9142712993557782,0.9935113343104169,0.9850775923369725,0.9903024305410982,0.9892019825137829,0.9782612905099689,0.9992255712728104,0.9922863899040224,0.9997311286354388,0.8316411423998298,0.9982758418466086
MorningStar,0.9949950631575364,0.9936231641600652,0.9958762078399289,0.9914073563072751,0.9875911872105086,0.9938638876748032,0.9956216369896912,0.9929971622829251,0.9674567214069951,0.9759891254693541,0.996201345360936,0.9972135144548938,0.993850240180842,0.9924573812705759,0.99128364258629,0.9969257948815019,0.9616927933229896,0.7128048798179449,0.7020242013313207,0.9946971853462033,0.9968641256359179,0,0.9971504644214548,0.9967743394468839,0.9972188607944292,0.9135464862409195,0.9954235346109467,0.986068997082213,0.9937587202662946,0.9913793103448276,0.9784297102539209,0.9982282545362883,0.994955198695799,0.9968688815142244,0.8404246943071532,0.996696016799574
Msn,0.9968004266097854,0.9975497251086612,0.9948181737011952,0.9957155522566545,0.9878125399623033,0.9954073395412016,0.994292326621487,0.9959293166761614,0.9596408863369268,0.974502868385856,0.996639393563293,0.9973185555952807,0.9944273603455501,0.9956471108933951,0.9953628506632837,0.9969844562633047,0.9699163929531204,0.7433272277812556,0.7128891947017915,0.9950851910141107,0.9951551787361239,0.9971504644214548,0,0.9953151131128084,0.9969059199786787,0.914900358295579,0.9943652089087032,0.9888873645218823,0.9940000174544947,0.9956330390813208,0.9899377559905828,0.9973777861022664,0.9960051487816065,0.9954339269895152,0.831856115505822,0.996044945762905
Nasdaq,0.9942690562162521,0.9943246143939162,0.9942860614253634,0.9886490195754644,0.9874773309402285,0.9934137853420365,0.9923476443652233,0.9913903116254863,0.9670795553763416,0.9665654609543475,0.9964704771599693,0.9629209844559585,0.9905413736734633,0.9904951966583365,0.9888030628598224,0.9959656470379928,0.9635976475359967,0.6935803420784922,0.70881876860974,0.99434783219788,0.9977836398810713,0.9967743394468839,0.9953151131128084,0,0.9987175716970759,0.9134951700838726,0.9931725349353283,0.9856630449559225,0.9897093156859073,0.9902546612347781,0.9768961284713343,0.9992031126815684,0.9926686195703031,0.9982409265835235,0.8313828982619229,0.997649089775785
Nyse,0.993935119887165,0.9973641456527202,0.9964868237857178,0.9947990956328586,0.9879128684740145,0.9954708840488713,0.9960617810009107,0.9957238309780747,0.9549194995780512,0.9827729178057226,0.9978309841377854,0.9773087071240105,0.9947367030877187,0.9944687224502564,0.9938266317248989,0.9977026939164734,0.968755007210383,0.816473149112296,0.6967442398494106,0.9948736554263331,0.9994023336332516,0.9972188607944292,0.9969059199786787,0.9987175716970759,0,0.9119448789394489,0.9953279068993989,0.9916030470380209,0.9943602047227315,0.9910583125758446,0.9825771239287525,0.9996695885677644,0.995210335548729,0.9994062478386769,0.8547411265668106,0.9999451008200565
Reuters,0.9963824794681267,0.9386928567812484,0.9164268788083954,0.9171057939429612,0.9643658281819895,0.9148942647044834,0.9541975831181059,0.9200358124459979,0.8907665582481312,0.9128917920834339,0.9160347751505818,0.9207678883071553,0.9140695456122095,0.9760675859589657,0.9117411841870581,0.9135092213310326,0.9894289844597036,0.6898855181186351,0.6870117678613337,0.9262429848466214,0.9142712993557782,0.9135464862409195,0.914900358295579,0.9134951700838726,0.9119448789394489,0,0.9173584592395816,0.9699324324324324,0.9140994512357721,0.9925070109838747,0.981140192383804,0.912476620211127,0.9215563929902597,0.9142711355218952,0.7995420287312754,0.9619670090258325
SeekingAlpha,0.9980287995723497,0.994662600762537,0.9952352258419707,0.994124808060411,0.9823317267924695,0.9938789602757594,0.9963839579224194,0.9927665402144997,0.9590127809607757,0.974141559425465,0.9942137759634695,0.9762625458021348,0.9970907860516958,0.9925072614019004,0.9924841035464389,0.9951904910273324,0.9999290981281905,0.7165389651196526,0.7409917505447754,0.9976628680224056,0.9935113343104169,0.9954235346109467,0.9943652089087032,0.9931725349353283,0.9953279068993989,0.9173584592395816,0,0.9827844718422013,0.9974008618265474,0.9976096286905652,0.9875762324641731,0.9952870734151527,0.995590056806048,0.9937751905634763,0.8190375777237091,0.9942872474818053
SlickCharts,0.9909106382978723,0.9893872019175842,0.9792909675036101,0.9821719711403317,0.9833218170470756,0.9809346989600745,0.9772396237459332,0.987848086774849,0.9842769289291827,0.9813507509005586,0.9876916060424036,0.9939252336448599,0.9796906260058441,0.989944354998164,0.9785689693124799,0.9863922875275195,0.9686169134049889,0.6123611999454761,0.7584788661098456,0.9831600783143762,0.9850775923369725,0.986068997082213,0.9888873645218823,0.9856630449559225,0.9916030470380209,0.9699324324324324,0.9827844718422013,0,0.9799286704973251,0.9818476098416302,0.9693286157719941,0.9899002296996371,0.9812615451772434,0.9850478657034109,0.7834566514452231,0.9860083123082882
StockAnalysis,0.9989887754070179,0.9914630412693624,0.9928142585695535,0.9929988139746864,0.982123260366135,0.9905688322818575,0.993905642937411,0.9880932881997525,0.9639149050040139,0.9692748207280946,0.9910798800111635,0.9967948717948718,0.999914928610926,0.9898165441882386,0.9911514824133699,0.9924026374676217,0.9999433138710957,0.6569910722589045,0.7966252220248667,0.9954783425809915,0.9903024305410982,0.9937587202662946,0.9940000174544947,0.9897093156859073,0.9943602047227315,0.9140994512357721,0.9974008618265474,0.9799286704973251,0,0.9969091324052036,0.9852107048821703,0.9930315923875408,0.9961194197511323,0.9905988884927217,0.7919543149287604,0.9926942842745741
StockMonitor,0.9993947952390558,0.9929465998105229,0.9947191817792296,0.9952076572158332,0.9883970473787232,0.9948179888224576,0.9946341724835541,0.991456652486431,0.994062676048559,0.9803973616937788,0.9938254768716523,0.9976231633535004,0.9974592708727095,0.9922122242690473,0.9957294902423818,0.9958704952106542,0.999288256227758,0.576705765551707,0.8013294310233643,0.9992247750412018,0.9892019825137829,0.9913793103448276,0.9956330390813208,0.9902546612347781,0.9910583125758446,0.9925070109838747,0.9976096286905652,0.9818476098416302,0.9969091324052036,0,0.9893473102666714,0.9897814380348633,0.9967098420067226,0.9892019825137829,0.7612196104307885,0.9903469394474871
TradingEconomics,0.9916102841677943,0.9846014190456485,0.9861237927442482,0.9946230511372585,0.9778170067183614,0.9875497815411979,0.984882448798476,0.9800639420041949,0.9834779994499063,0.9716210954257166,0.9834485424985169,1,0.9848592397297605,0.982245268418274,0.9921811980360897,0.9855359569253432,0.9904099736274274,0.5001452259392891,0.6111111111111112,0.9889424658301199,0.9782612905099689,0.9784297102539209,0.9899377559905828,0.9768961284713343,0.9825771239287525,0.981140192383804,0.9875762324641731,0.9693286157719941,0.9852107048821703,0.9893473102666714,0,0.9783120400436737,0.9864824689577522,0.9782612905099689,0.6905051636316645,0.9795249900450861
TradingView,0.9938807456951757,0.9948474300462856,0.9963055375437686,0.9925885142142472,0.9874430300817577,0.995442293505217,0.9953848256887502,0.992798993738864,0.966448600588457,0.9769735174762313,0.997270870592281,0.9972562648618987,0.9931264006618586,0.9923568394222599,0.9908242449118209,0.9968482603498175,0.9628788269915844,0.7552830778855176,0.6950493706443901,0.9944302939892775,0.9992255712728104,0.9982282545362883,0.9973777861022664,0.9992031126815684,0.9996695885677644,0.912476620211127,0.9952870734151527,0.9899002296996371,0.9930315923875408,0.9897814380348633,0.9783120400436737,0,0.9944783056003804,0.999222449514415,0.8563261158679637,0.9999626668114742
UnusualWhales,0.9981429282042779,0.9930051438001063,0.9941075780279317,0.9955558689343817,0.9830857513073257,0.9919277550840059,0.9947003248938486,0.9896603887310272,0.9648407273434628,0.9689693430656934,0.9930866712622172,0.9655490618271301,0.9965161931866888,0.9898214365363743,0.9960213938138647,0.9937068392663063,0.9999493003447577,0.6865028587041134,0.7135902673421457,0.9957667297407781,0.9922863899040224,0.994955198695799,0.9960051487816065,0.9926686195703031,0.995210335548729,0.9215563929902597,0.995590056806048,0.9812615451772434,0.9961194197511323,0.9967098420067226,0.9864824689577522,0.9944783056003804,0,0.9925784844833638,0.8275988211266513,0.9946586119660072
WallStreetJournal,0.9942341021197174,0.9950746399534635,0.9941394086713572,0.988698372573042,0.9881556112791565,0.9935684758273414,0.993226701350873,0.9918164986890552,0.9647262888992785,0.9725244384620424,0.9963624627567668,0.9627217971675077,0.9909705805678168,0.9902252889549662,0.9880221396864792,0.9965616424249618,0.9635469478807545,0.7108975581405909,0.6898832839472371,0.994280888030888,0.9997311286354388,0.9968688815142244,0.9954339269895152,0.9982409265835235,0.9994062478386769,0.9142711355218952,0.9937751905634763,0.9850478657034109,0.9905988884927217,0.9892019825137829,0.9782612905099689,0.999222449514415,0.9925784844833638,0,0.8319040754749485,0.9982705781620357
Webull,0.9482632175478365,0.8261254526849022,0.8195453012210754,0.8228239959199681,0.7882329100243177,0.8201362648972353,0.8242668492411747,0.8476427485137564,0.7960836196653929,0.8237156344718329,0.8326095015120476,0.9630686886708296,0.7921808989880722,0.7994514808279075,0.8168984470802721,0.8392898585829891,0.7761806981519507,0.9167913229112261,0.6552631265697723,0.8311276100375532,0.8316411423998298,0.8404246943071532,0.831856115505822,0.8313828982619229,0.8547411265668106,0.7995420287312754,0.8190375777237091,0.7834566514452231,0.7919543149287604,0.7612196104307885,0.6905051636316645,0.8563261158679637,0.8275988211266513,0.8319040754749485,0,0.8088958942812692
Yahoo,0.994293254164605,0.9951232993343243,0.9947229114514478,0.9922655638051265,0.9923964838038224,0.9926373803213254,0.9961079185656807,0.9936010820104596,0.9839196096027855,0.9711607479159412,0.9958966018818199,0.9645401052957572,0.9930977407291751,0.9915650588508164,0.9910731772120867,0.9956496318405835,0.9642412470740575,0.6633714011453218,0.7020707773141709,0.9942589615057221,0.9982758418466086,0.996696016799574,0.996044945762905,0.997649089775785,0.9999451008200565,0.9619670090258325,0.9942872474818053,0.9860083123082882,0.9926942842745741,0.9903469394474871,0.9795249900450861,0.9999626668114742,0.9946586119660072,0.9982705781620357,0.8088958942812692,0
