X,AbcBourse,Barchart,Benzinga,BourseDirect,BusinessInsider,Cnbc,Fidelity,FinancialTimes,Fintel,Finviz,Fool,Forbes,Iexcloud,Investing,Investor,Koyfin,Lesechos,MacroTrends,Marketbeat,Marketscreener,MarketWatch,MorningStar,Msn,Nasdaq,Nyse,Reuters,SeekingAlpha,SlickCharts,StockAnalysis,StockMonitor,TradingEconomics,TradingView,UnusualWhales,WallStreetJournal,Webull,Yahoo
Fool,0.9958427160921531,0.9558091743774777,0.9739029124863732,0.8652745011954383,0.9513504837896088,0.9919001899620888,0.9682830676889469,0.9721548062542754,0.9766198997150777,0.9532986586135835,0,0.9438970120788303,0.9612131208567543,0.9450738538596521,0.9302811672672625,0.9975637382231732,0.942339782728206,0.30012253105994185,0.707742861191809,0.9955006511592686,0.9664874210294402,0.974500543701645,0.996639393563293,0.9820693423240837,0.9978309841377854,0.8899928391339537,0.9942137759634695,0.9536078026393088,0.9602003819328295,0.7189788058005178,0.9416646564738598,0.971456717077482,0.9931907849180813,0.9665215297058521,0.8326095015120476,0.9757016038037879
Forbes,0.9970443349753695,0.9972881355932204,0.9459459459459459,0.944346431435445,0.9940362595419847,0.9537355423569865,0.9393992315752707,0.9438970120788303,0.9479580260918888,0.9929328621908127,0.9438970120788303,0,0.759393063583815,0.995774647887324,0.9507151961478544,0.9499645641389086,0.9802197802197802,0.9041518752893966,0.7586085113897227,0.9978971962616823,0.9455162833770644,0.9973127309371851,0.9973185555952807,0.9457923832923832,0.9773087071240105,0.8927629651333138,0.9762625458021348,0.9939252336448599,0.9980916030534351,0.9971074380165289,0.9960861056751468,0.9973586899101955,0.9597124457091508,0.9455162833770644,0.9630686886708296,0.9496146160433914
Iexcloud,0.9976234003656307,0.9614087324664449,0.9615702966828545,0.9117765810541479,0.9579285909149862,0.9891683680139997,0.9652233191163081,0.9676200713416374,0.983185145923694,0.9486071360300461,0.9612131208567543,0.759393063583815,0,0.9428035975743952,0.9438357619998048,0.9612343815813973,0.9629226117302976,0.33994433465257995,0.7828947368421053,0.961196275598681,0.9609551801919336,0.9672004316027979,0.9944273603455501,0.9612876545646398,0.9947367030877187,0.883661312934986,0.9970907860516958,0.9508952186851952,0.9995749139040385,0.7112223414041252,0.941105964053934,0.965272584633241,0.9969626700548341,0.9612299410940429,0.7921808989880722,0.9630701257135046
Investing,0.9947794042378953,0.9442972218931365,0.9445188649386228,0.8444387992438364,0.9571199864340275,0.9868670057846913,0.9573482650186441,0.9786495037164175,0.9647295521058903,0.9708003842183456,0.9450738538596521,0.995774647887324,0.9428035975743952,0,0.9395584728797536,0.9491106352027169,0.8933913348735051,0.2857336667488009,0.7337129393284901,0.9459329386393389,0.9576332570801951,0.9559208333367458,0.9956471108933951,0.9594092045097933,0.9944687224502564,0.9283959583504232,0.9925072614019004,0.9510489810657053,0.9388427032001203,0.703183789861948,0.9466658203248975,0.9622255658678086,0.988590873601502,0.9576332570801951,0.7994514808279075,0.9575536748452144
Investor,0.9994574615984537,0.92683330179397,0.9416392154436496,0.9240629931101286,0.9294547449641635,0.9854285979404445,0.9450056576071282,0.9542184310974539,0.9522037096472982,0.9416799004428951,0.9302811672672625,0.9507151961478544,0.9438357619998048,0.9395584728797536,0,0.9245574072024616,0.9861264455562355,0.3477886240291755,0.7411327701258998,0.9284367181408695,0.9187911460730707,0.9464556451425948,0.9953628506632837,0.943980661285993,0.9938266317248989,0.8830642348081074,0.9924841035464389,0.9111294570514857,0.9417074122180926,0.7179057039464344,0.9609695861520056,0.9268379705613328,0.9941961776458734,0.9188767292196431,0.8168984470802721,0.9482022236406089
Koyfin,0.9968330419292053,0.9527947739975867,0.9750123693429729,0.8644513972830924,0.9531274809513186,0.9927990206240374,0.9728951952814124,0.9743676026957586,0.9750924906127875,0.9637702480588981,0.9975637382231732,0.9499645641389086,0.9612343815813973,0.9491106352027169,0.9245574072024616,0,0.94873507210066,0.3126490813650627,0.6957882891291246,0.9981104109618772,0.9673761644181197,0.9766768879148938,0.9969844562633047,0.9802760037326803,0.9977026939164734,0.8912017141561562,0.9951904910273324,0.9539839423151444,0.961297515901237,0.7215608321137057,0.9448804445787315,0.9672283082736206,0.9938105762217861,0.9674129554700612,0.8392898585829891,0.978163307397414
Lesechos,0.9994059994059994,0.9363689380128667,0.9609082583887102,0.8912064050105618,0.9274572365505628,0.9943775679377208,0.962643541491616,0.9419418479026728,0.9569906147468017,0.9871794871794872,0.942339782728206,0.9802197802197802,0.9629226117302976,0.8933913348735051,0.9861264455562355,0.94873507210066,0,0.28191224660338204,0.7677570093457944,0.9904501732144173,0.922509225092251,0.9222145701709734,0.9699163929531204,0.92381940499608,0.968755007210383,0.9135905539984496,0.9999290981281905,0.9422269795217036,0.9602879835437975,0.7432569503572354,0.9628529971735065,0.9146780132713624,0.9994730304513118,0.922509225092251,0.7761806981519507,0.9269175141761749
MacroTrends,0.929276096520464,0.2969122605762575,0.32786483493820284,0.30665695285980893,0.2435950319274017,0.62039927388111,0.3266024480280224,0.5574945101310856,0.41085639104496113,0.583055336682171,0.30012253105994185,0.9041518752893966,0.33994433465257995,0.2857336667488009,0.3477886240291755,0.3126490813650627,0.28191224660338204,0,0.6434329760909114,0.34666431098853057,0.3110553326023714,0.3887017724729649,0.7433272277812556,0.33081719249467617,0.816473149112296,0.416750258235773,0.7165389651196526,0.21674433985451988,0.3598669990497924,0.2765545235728329,0.24978454910560313,0.3505763704345598,0.6457554355352444,0.3111575445166157,0.9167913229112261,0.29704267857450023
Marketbeat,0.808152056859789,0.7140101296565293,0.7394374289763659,0.690942525733934,0.7499264023188931,0.7413554544459962,0.6938271206150268,0.7042972269187575,0.7095565196913879,0.731122113353876,0.707742861191809,0.7586085113897227,0.7828947368421053,0.7337129393284901,0.7411327701258998,0.6957882891291246,0.7677570093457944,0.6434329760909114,0,0.7482247323301078,0.6892849426569603,0.7020242013313207,0.7128891947017915,0.70881876860974,0.6967442398494106,0.6870117678613337,0.7409917505447754,0.7584788661098456,0.7966252220248667,0.8013294310233643,0.6111111111111112,0.6950493706443901,0.7135902673421457,0.6898832839472371,0.6552631265697723,0.7020707773141709
Marketscreener,0.9989284398754311,0.9452824609214749,0.9764079896800754,0.8618207150285149,0.950026008801099,0.9951949836192623,0.9691352774861371,0.9780296231096386,0.9763455220566201,0.9748119738602241,0.9955006511592686,0.9978971962616823,0.961196275598681,0.9459329386393389,0.9284367181408695,0.9981104109618772,0.9904501732144173,0.34666431098853057,0.7482247323301078,0,0.9647621434278274,0.9702692258729823,0.9950851910141107,0.9793688950399869,0.9948736554263331,0.8945347030793132,0.9976628680224056,0.9500511214020146,0.9611143326427276,0.7251299835387642,0.9480955007036094,0.9658717363470631,0.9958252889282171,0.964762137996966,0.8311276100375532,0.9733511792436954
MarketWatch,0.9942341021197174,0.9369585895066922,0.9736654006982316,0.8529493345688521,0.973493083252633,0.9921768999954215,0.9839123304039212,0.9765770800564426,0.9713919133753268,0.9615726189572178,0.9664874210294402,0.9455162833770644,0.9609551801919336,0.9576332570801951,0.9187911460730707,0.9673761644181197,0.922509225092251,0.3110553326023714,0.6892849426569603,0.9647621434278274,0,0.9870617775914982,0.9951551787361239,0.9872593792589641,0.9994023336332516,0.8979680913140895,0.9935113343104169,0.9416116304685099,0.9603192603914062,0.7077772087592437,0.9406748842775016,0.9763582295005349,0.992496329833501,0.9999025787029436,0.8316411423998298,0.9883597682978761
MorningStar,0.9949950631575364,0.9737696625418465,0.9778259426840202,0.9107152559743541,0.9748537203572601,0.9933586974230213,0.9853808827159379,0.9759994414415463,0.9740786182138568,0.9659208744657095,0.974500543701645,0.9973127309371851,0.9672004316027979,0.9559208333367458,0.9464556451425948,0.9766768879148938,0.9222145701709734,0.3887017724729649,0.7020242013313207,0.9702692258729823,0.9870617775914982,0,0.9971504644214548,0.9840901460663779,0.9972188607944292,0.8895464896394806,0.9954235346109467,0.9671418953704803,0.9671836464017066,0.7093199329052995,0.9410145650967521,0.9858341051591988,0.9951318489131834,0.98705978594662,0.8404246943071532,0.9885699579783863
Msn,0.9968004266097854,0.9975497251086612,0.9948181737011952,0.9957155522566545,0.9878125399623033,0.9954073395412016,0.994292326621487,0.9959293166761614,0.9596408863369268,0.974502868385856,0.996639393563293,0.9973185555952807,0.9944273603455501,0.9956471108933951,0.9953628506632837,0.9969844562633047,0.9699163929531204,0.7433272277812556,0.7128891947017915,0.9950851910141107,0.9951551787361239,0.9971504644214548,0,0.9953151131128084,0.9969059199786787,0.914900358295579,0.9943652089087032,0.9888873645218823,0.9940000174544947,0.9956330390813208,0.9899377559905828,0.9973777861022664,0.9960051487816065,0.9954339269895152,0.831856115505822,0.996044945762905
Nasdaq,0.9942690562162521,0.976319474641652,0.9761534670724266,0.8663092065058469,0.9743093511899309,0.9923450798997119,0.9811122936274209,0.9737615229834522,0.9728190867131661,0.9530721235851001,0.9820693423240837,0.9457923832923832,0.9612876545646398,0.9594092045097933,0.943980661285993,0.9802760037326803,0.92381940499608,0.33081719249467617,0.70881876860974,0.9793688950399869,0.9872593792589641,0.9840901460663779,0.9953151131128084,0,0.9987175716970759,0.8960382044848498,0.9931725349353283,0.968971024854882,0.9594738536493862,0.7083626130495959,0.9380021643161445,0.9919075241066245,0.9928483436805536,0.9875164398494429,0.8313828982619229,0.9876211461740352
Nyse,0.993935119887165,0.9973641456527202,0.9964868237857178,0.9947990956328586,0.9879128684740145,0.9954708840488713,0.9960617810009107,0.9957238309780747,0.9549194995780512,0.9827729178057226,0.9978309841377854,0.9773087071240105,0.9947367030877187,0.9944687224502564,0.9938266317248989,0.9977026939164734,0.968755007210383,0.816473149112296,0.6967442398494106,0.9948736554263331,0.9994023336332516,0.9972188607944292,0.9969059199786787,0.9987175716970759,0,0.9119448789394489,0.9953279068993989,0.9916030470380209,0.9943602047227315,0.9910583125758446,0.9825771239287525,0.9996695885677644,0.995210335548729,0.9994062478386769,0.8547411265668106,0.9999451008200565
Reuters,0.9963824794681267,0.8981828964377574,0.8928960338255104,0.8013830406329578,0.9421800249096927,0.9127686928687432,0.9394970428118495,0.9285932285547295,0.888020073731574,0.9132925279532695,0.8899928391339537,0.8927629651333138,0.883661312934986,0.9283959583504232,0.8830642348081074,0.8912017141561562,0.9135905539984496,0.416750258235773,0.6870117678613337,0.8945347030793132,0.8979680913140895,0.8895464896394806,0.914900358295579,0.8960382044848498,0.9119448789394489,0,0.9173584592395816,0.932384644767506,0.8819002368582681,0.7509366506914497,0.9232146802100127,0.899859084181018,0.926111930160265,0.8979680674606746,0.7995420287312754,0.9332211324629794
SeekingAlpha,0.9980287995723497,0.994662600762537,0.9952352258419707,0.994124808060411,0.9823317267924695,0.9938789602757594,0.9963839579224194,0.9927665402144997,0.9590127809607757,0.974141559425465,0.9942137759634695,0.9762625458021348,0.9970907860516958,0.9925072614019004,0.9924841035464389,0.9951904910273324,0.9999290981281905,0.7165389651196526,0.7409917505447754,0.9976628680224056,0.9935113343104169,0.9954235346109467,0.9943652089087032,0.9931725349353283,0.9953279068993989,0.9173584592395816,0,0.9827844718422013,0.9974008618265474,0.9976096286905652,0.9875762324641731,0.9952870734151527,0.995590056806048,0.9937751905634763,0.8190375777237091,0.9942872474818053
SlickCharts,0.9909106382978723,0.9500835478110785,0.9557210068293174,0.8306321367448359,0.9409139232741776,0.979282210213819,0.955782636979956,0.9810573671223601,0.9730738988249873,0.9793563334471953,0.9536078026393088,0.9939252336448599,0.9508952186851952,0.9510489810657053,0.9111294570514857,0.9539839423151444,0.9422269795217036,0.21674433985451988,0.7584788661098456,0.9500511214020146,0.9416116304685099,0.9671418953704803,0.9888873645218823,0.968971024854882,0.9916030470380209,0.932384644767506,0.9827844718422013,0,0.9501721070944996,0.7017156122696471,0.9326294481268496,0.9513158930449702,0.9795958336331008,0.9416013302376822,0.7834566514452231,0.9687246653488852
StockAnalysis,0.9989887754070179,0.9609955115227193,0.9624961061813065,0.9107186968268495,0.9580302806020194,0.9894298686829353,0.9667704546004104,0.9672589980843579,0.9827990297869861,0.9573063511016854,0.9602003819328295,0.9980916030534351,0.9995749139040385,0.9388427032001203,0.9417074122180926,0.961297515901237,0.9602879835437975,0.3598669990497924,0.7966252220248667,0.9611143326427276,0.9603192603914062,0.9671836464017066,0.9940000174544947,0.9594738536493862,0.9943602047227315,0.8819002368582681,0.9974008618265474,0.9501721070944996,0,0.7099744545300978,0.939871396252526,0.9655158812984972,0.9966838135656559,0.9606104163562821,0.7919543149287604,0.9616254370682499
StockMonitor,0.9993947952390558,0.7146352780911432,0.7153020643732494,0.717477579012997,0.7074034492749492,0.9948572574398735,0.7047724328732948,0.9224112373826499,0.6930683782194934,0.9758336788485459,0.7189788058005178,0.9971074380165289,0.7112223414041252,0.703183789861948,0.7179057039464344,0.7215608321137057,0.7432569503572354,0.2765545235728329,0.8013294310233643,0.7251299835387642,0.7077772087592437,0.7093199329052995,0.9956330390813208,0.7083626130495959,0.9910583125758446,0.7509366506914497,0.9976096286905652,0.7017156122696471,0.7099744545300978,0,0.6498890759322113,0.7100511835750536,0.9959620464934525,0.7077772087592437,0.7612196104307885,0.7112595770170913
TradingEconomics,0.9916102841677943,0.9417411501554239,0.9450129533678756,0.9588767702515921,0.9451684983948662,0.9814257244657631,0.9430808528956522,0.9394863014318474,0.942267609035439,0.9567002184381671,0.9416646564738598,0.9960861056751468,0.941105964053934,0.9466658203248975,0.9609695861520056,0.9448804445787315,0.9628529971735065,0.24978454910560313,0.6111111111111112,0.9480955007036094,0.9406748842775016,0.9410145650967521,0.9899377559905828,0.9380021643161445,0.9825771239287525,0.9232146802100127,0.9875762324641731,0.9326294481268496,0.939871396252526,0.6498890759322113,0,0.9368263375557654,0.9818237498198588,0.9406748842775016,0.6905051636316645,0.9415624362825872
TradingView,0.9938807456951757,0.942536539680415,0.9762681990446012,0.8563377602784432,0.9696364725878635,0.9945794614306678,0.9935512041958818,0.9757652327117385,0.9766374832051793,0.9674515989304934,0.971456717077482,0.9973586899101955,0.965272584633241,0.9622255658678086,0.9268379705613328,0.9672283082736206,0.9146780132713624,0.3505763704345598,0.6950493706443901,0.9658717363470631,0.9763582295005349,0.9858341051591988,0.9973777861022664,0.9919075241066245,0.9996695885677644,0.899859084181018,0.9952870734151527,0.9513158930449702,0.9655158812984972,0.7100511835750536,0.9368263375557654,0,0.9944599227252495,0.9763514698719425,0.8563261158679637,0.9902435349940915
UnusualWhales,0.9981429282042779,0.9928508027265864,0.9942719059989426,0.9935561644377784,0.9834987019453039,0.9920057552969259,0.9952992187674294,0.9879250735746765,0.9694099179502204,0.967458996155825,0.9931907849180813,0.9597124457091508,0.9969626700548341,0.988590873601502,0.9941961776458734,0.9938105762217861,0.9994730304513118,0.6457554355352444,0.7135902673421457,0.9958252889282171,0.992496329833501,0.9951318489131834,0.9960051487816065,0.9928483436805536,0.995210335548729,0.926111930160265,0.995590056806048,0.9795958336331008,0.9966838135656559,0.9959620464934525,0.9818237498198588,0.9944599227252495,0,0.9927388165570206,0.8275988211266513,0.9944095641185084
WallStreetJournal,0.9942341021197174,0.9369581012592824,0.9737865565246797,0.8529486623022732,0.973552777639043,0.9926887369565436,0.9841472839476917,0.9765717554015383,0.9717998620018835,0.9618711859255179,0.9665215297058521,0.9455162833770644,0.9612299410940429,0.9576332570801951,0.9188767292196431,0.9674129554700612,0.922509225092251,0.3111575445166157,0.6898832839472371,0.964762137996966,0.9999025787029436,0.98705978594662,0.9954339269895152,0.9875164398494429,0.9994062478386769,0.8979680674606746,0.9937751905634763,0.9416013302376822,0.9606104163562821,0.7077772087592437,0.9406748842775016,0.9763514698719425,0.9927388165570206,0,0.8319040754749485,0.9883574748235133
Webull,0.9482632175478365,0.8261254526849022,0.8195453012210754,0.8228239959199681,0.7882329100243177,0.8201362648972353,0.8242668492411747,0.8476427485137564,0.7960836196653929,0.8237156344718329,0.8326095015120476,0.9630686886708296,0.7921808989880722,0.7994514808279075,0.8168984470802721,0.8392898585829891,0.7761806981519507,0.9167913229112261,0.6552631265697723,0.8311276100375532,0.8316411423998298,0.8404246943071532,0.831856115505822,0.8313828982619229,0.8547411265668106,0.7995420287312754,0.8190375777237091,0.7834566514452231,0.7919543149287604,0.7612196104307885,0.6905051636316645,0.8563261158679637,0.8275988211266513,0.8319040754749485,0,0.8088958942812692
Yahoo,0.994293254164605,0.9786949122013799,0.976576424927215,0.8518408011365539,0.9809516043992544,0.9913402261833952,0.9823607830230243,0.981908357929102,0.9769498081807458,0.9613756517355828,0.9757016038037879,0.9496146160433914,0.9630701257135046,0.9575536748452144,0.9482022236406089,0.978163307397414,0.9269175141761749,0.29704267857450023,0.7020707773141709,0.9733511792436954,0.9883597682978761,0.9885699579783863,0.996044945762905,0.9876211461740352,0.9999451008200565,0.9332211324629794,0.9942872474818053,0.9687246653488852,0.9616254370682499,0.7112595770170913,0.9415624362825872,0.9902435349940915,0.9944095641185084,0.9883574748235133,0.8088958942812692,0
