X,AbcBourse,Barchart,Benzinga,BourseDirect,BusinessInsider,Cnbc,Fidelity,FinancialTimes,Fintel,Finviz,Fool,Forbes,Iexcloud,Investing,Investor,Koyfin,Lesechos,Lynx,MacroTrends,Marketbeat,Marketscreener,MarketWatch,MorningStar,Msn,Nasdaq,Nyse,Reuters,SeekingAlpha,SlickCharts,StockAnalysis,StockMonitor,TradingEconomics,TradingView,UnusualWhales,WallStreetJournal,Webull,Yahoo,Ychart
Fool,0.9934371869710891,0.997248089978153,0.994328080359457,0.9900678804845305,0.9964167488721922,0.9925684817641061,0.991967390787504,0.9916986238300309,0.9921913306887036,0.9663401131979232,0,0.957247828991316,0.9919564061001303,0.9975768209117288,0.9894429979120877,0.9989991616978381,0.9638849547881033,0.9895477477885116,0.6873504023319704,0.9983895806749681,0.9961490159840262,0.9959662747951771,0.9967095996744813,0.9962028970489182,0.9961844460439904,0.9976928368533413,0.986526295361925,0.9939897972652318,0.9875684319234229,0.9914975326096693,0.9941170674595584,0.9860815130527437,0.9971968830775273,0.9928255820822921,0.9962565334086736,0.8375417032029098,0.9958099268176736,0.9979649705073733
Forbes,0.997799511002445,0.99265605875153,0.9632731958762887,0.960787761561456,0.9900521080056846,0.9640728210085387,0.9571894797465924,0.9590848363393454,0.966187270501836,0.9927260131624523,0.957247828991316,0,0.7511961722488039,0.9923622476813966,0.9659281894576012,0.9625324973237498,0.9808917197452229,0.9958217270194986,0.9138461538461539,0.9915730337078652,0.9979118329466358,0.9585425101214575,0.9946311049532387,0.9944898684678279,0.9587628865979382,0.9727129613433619,0.9260794473229707,0.9763829449992075,0.9877030162412993,1,0.998067840274796,1,0.9923622476813966,0.9658708295071932,0.9585425101214575,0.959100566572238,0.9605546995377504,0.9608861726508785
Iexcloud,0.9983522519223728,0.9944535494023822,0.992727454078547,0.9934855190017708,0.9917857876268962,0.9904465350889684,0.9948692287759242,0.9880394315863708,0.9892267222490787,0.962266760603559,0.9919564061001303,0.7511961722488039,0,0.9924339151419912,0.9918066304678819,0.9929463233310795,1,0.9972047009637705,0.6362296561771041,1,0.9954284622120286,0.9910899317466492,0.9939561189641576,0.9944339392068331,0.9906550578839249,0.9945405009459267,0.9854810495626822,0.9969106652661682,0.9798438465710574,0.9999320889257789,0.9983527779841965,0.9881532042068472,0.9930404059704572,0.9963338968665727,0.9913585774480639,0.7983864936314949,0.9931608257999515,0.991163080670417
Investing,0.9928211758301578,0.9976145805414098,0.9906255763285643,0.9918209077611038,0.9958718281540302,0.9908504391475867,0.990416351686846,0.9904393309447627,0.9936322457821835,0.9751214608812196,0.9975768209117288,0.9923622476813966,0.9924339151419912,0,0.9907625718648799,0.9965494944920039,0.9604592493435617,0.9896680727126644,0.6447125110515037,0.9987092231870452,0.9943179915917755,0.9919943235742321,0.9943673161075224,0.9963128774579029,0.9923291492329149,0.9951379782132188,0.9872348060869639,0.9932889353032819,0.9903587949904096,0.9922557959437115,0.9930003950914312,0.9858002789359964,0.9941748561535719,0.9915999584156358,0.9919943235742321,0.8036567701421595,0.9934399596485671,0.9958620405496481
Investor,1,0.9926842845346355,0.9909810086174853,0.9991837831845601,0.9887490039840637,0.9888445196038028,0.9903040617858191,0.9862266313856974,0.9874784656588735,0.9621059809675591,0.9894429979120877,0.9659281894576012,0.9918066304678819,0.9907625718648799,0,0.9900906481873226,0.9999490160089732,0.9946709991876523,0.6663426662788122,0.9954829150604463,0.99075037760668,0.9872463381459311,0.9912036592777405,0.9950726479729083,0.9887596617272223,0.993326631477093,0.982314086842246,0.9920141179325038,0.9782559648034294,0.9908707579616087,0.9965923189324805,0.9956087748354877,0.9904519897317577,0.9960565304497587,0.9879556370733692,0.8215867171159951,0.9909533265500378,0.9889301543080173
Koyfin,0.9957893351754992,0.9974865412981657,0.9950514623358572,0.9909156340576186,0.9951077886747594,0.9931609352883092,0.9941916428765354,0.9921110450870784,0.9915431238443096,0.9736840333191922,0.9989991616978381,0.9625324973237498,0.9929463233310795,0.9965494944920039,0.9900906481873226,0,0.9670689912084637,0.9899966438956793,0.7098857332661129,0.9977868609428607,0.9972520787460458,0.9961124910214444,0.9973799498848824,0.9966203953168014,0.9956009199132104,0.9975263099620034,0.985619370246593,0.9950293624392021,0.9859948945317748,0.9928432736513869,0.9963642155328182,0.9886450859865137,0.996738398374199,0.9935404909794945,0.9963986685654318,0.8442465273518077,0.9955106831088453,0.998305189775368
Lesechos,1,0.967032967032967,0.9940147096119706,0.9933543959036932,0.9619033427705757,0.994704684317719,0.9939981532779316,0.9597755401720159,0.9848330099070575,0.9948134849391582,0.9638849547881033,0.9808917197452229,1,0.9604592493435617,0.9999490160089732,0.9670689912084637,0,0.9945306337102288,0.6071392456264536,0.963652885052249,1,0.9612195368591364,0.9590824219791945,0.9663815544812198,0.9612195368591364,0.9649668821323119,0.9906474820143885,1,0.9664779047426434,1,1,0.9925650557620818,0.960510734695979,1,0.9612195368591364,0.7763244428206065,0.9619033427705757,0.9612195368591364
Lynx,1,0.9899329247807602,0.9991890313790792,0.9941562832029364,0.9894932636235673,1,1,0.991053609524465,0.9937081674495297,0.9870125439264879,0.9895477477885116,0.9958217270194986,0.9972047009637705,0.9896680727126644,0.9946709991876523,0.9899966438956793,0.9945306337102288,0,0.5822516212149098,0.992462311557789,0.9968149408230482,0.9915704263356718,0.9921579328263475,0.9906595629889399,0.9920644372029577,0.9922053367579908,0.9971703721317322,0.9980317031026971,0.9772054470100652,0.9970294216413091,0.9968089495013225,0.9911111111111112,0.991926816161024,0.9975261635098361,0.9915704263356718,0.7464862579281184,0.9928659313143523,0.9926672974367796
MacroTrends,0.9291791292788302,0.695568888916352,0.6701524917465808,0.7004431790256841,0.6389017487791401,0.6718944885005383,0.6828785298427661,0.7436393822978818,0.6859372621527198,0.6804746089476914,0.6873504023319704,0.9138461538461539,0.6362296561771041,0.6447125110515037,0.6663426662788122,0.7098857332661129,0.6071392456264536,0.5822516212149098,0,0.9321475400001714,0.7005179934569248,0.7119844928134391,0.7144838101119855,0.7452477048871787,0.695003281557646,0.8185567951384587,0.7507536941022126,0.7183260779779063,0.614942137686659,0.6588387266447763,0.57910042004167,0.5048879259201939,0.75673335879958,0.6876634389983588,0.7122892446192163,0.9204331890718787,0.6648356190808631,0.6941924791637566
Marketbeat,0.9938463184931506,0.999079754601227,0.9943598063322264,0.9955525015825952,0.9993009831333994,0.9962307063273025,0.9951997945062531,0.9983000503234201,0.9911513534272174,0.9916868769451678,0.9983895806749681,0.9915730337078652,1,0.9987092231870452,0.9954829150604463,0.9977868609428607,0.963652885052249,0.992462311557789,0.9321475400001714,0,0.9956895764460924,0.9980461134743694,0.9979491916859122,0.9977099609375,0.9977472913860713,0.9983828508925721,0.9884715198296513,0.9956358861468351,0.99722895739522,1,0.9942662251000939,1,0.9985705763841211,0.9961798084536276,0.9983806769560237,0.9586429878427912,0.9984764660167281,0.9989054682804708
Marketscreener,0.9993989581942033,0.9950595093021366,0.9973957814448929,0.9913481946463256,0.9929826034037731,0.9957822622920643,0.9953202702434966,0.9901209660073474,0.9917431814466775,0.9795891665576344,0.9961490159840262,0.9979118329466358,0.9954284622120286,0.9943179915917755,0.99075037760668,0.9972520787460458,1,0.9968149408230482,0.7005179934569248,0.9956895764460924,0,0.993657217269358,0.99433291442443,0.9944137882035311,0.9937468244029878,0.9940469222922693,0.9889292715982217,0.9976695165620972,0.9825295490388924,0.9952700487713501,0.9999885294134515,0.9918615057612709,0.9937773740388671,0.9955981182795699,0.993657217269358,0.8349485132689711,0.9940096173843992,0.9953423546503616
MarketWatch,0.9922233300099701,0.9968919547261406,0.9937414203411153,0.988034325215086,0.9978376121272677,0.9925012925523855,0.992632087121013,0.9915431485438699,0.9891006548050579,0.9714594288494844,0.9959662747951771,0.9585425101214575,0.9910899317466492,0.9919943235742321,0.9872463381459311,0.9961124910214444,0.9612195368591364,0.9915704263356718,0.7119844928134391,0.9980461134743694,0.993657217269358,0,0.9973366723731087,0.994541377114538,0.9975826858003592,0.9994054912874618,0.9845642844098131,0.9932821133505236,0.9848808374011329,0.9907331811247141,0.9894708738674097,0.9814091155304496,0.9992305621478581,0.991973059111701,0.9997332910749431,0.8364436115008518,0.9981740195759667,0.9975074372440405
MorningStar,0.9941609804121262,0.9957382043547328,0.9960900482250784,0.9917195245019188,0.9966276346604216,0.9941649743719083,0.9962887378763333,0.9932714104283232,0.9917419922276449,0.9758290209359233,0.9967095996744813,0.9946311049532387,0.9939561189641576,0.9943673161075224,0.9912036592777405,0.9973799498848824,0.9590824219791945,0.9921579328263475,0.7144838101119855,0.9979491916859122,0.99433291442443,0.9973366723731087,0,0.997051307519436,0.9972759997042678,0.9973728112432184,0.9861276093071051,0.99551288236997,0.9857626847508756,0.9938929970926558,0.9919427675048723,0.9816197312970009,0.9987271505487166,0.9950167347699338,0.9973425258539643,0.8449691565707916,0.9970667518920537,0.9973326484770603
Msn,0.9957460950481888,0.9978593607174733,0.9942621543782464,0.9953372605240579,0.996667923356693,0.9948249829141789,0.994182518309104,0.9956097209893722,0.9902846814279259,0.9738196190923121,0.9962028970489182,0.9944898684678279,0.9944339392068331,0.9963128774579029,0.9950726479729083,0.9966203953168014,0.9663815544812198,0.9906595629889399,0.7452477048871787,0.9977099609375,0.9944137882035311,0.994541377114538,0.997051307519436,0,0.9946124526531588,0.9964726606987425,0.9900070957275476,0.9939082711240536,0.9884413564076316,0.9940400194990598,0.9956970227819684,0.9915756898478466,0.9969501733542329,0.9955569150530359,0.994818658591043,0.8364840326277522,0.9956790668039014,0.9958364192594389
Nasdaq,0.9922703399068477,0.996179250599021,0.9939830640068017,0.9879813810745435,0.997777529179252,0.9928958495351153,0.9919706732554947,0.9908955527894082,0.9894299110105312,0.9658035830546962,0.9961844460439904,0.9587628865979382,0.9906550578839249,0.9923291492329149,0.9887596617272223,0.9956009199132104,0.9612195368591364,0.9920644372029577,0.695003281557646,0.9977472913860713,0.9937468244029878,0.9975826858003592,0.9972759997042678,0.9946124526531588,0,0.9987559525630436,0.9836884192112079,0.9927464358636486,0.985538495272602,0.9898493100401846,0.9905534330072215,0.9800410037618716,0.999198706618212,0.9924674622630366,0.9982415724490683,0.8360121240684704,0.9976090181486786,0.997543875017267
Nyse,0.9917738873655347,0.9977297784311169,0.9960561856900813,0.9941317769188504,0.9979167773194294,0.9949634896068134,0.9955830684289777,0.995457451004393,0.9917145357521204,0.9819426318610277,0.9976928368533413,0.9727129613433619,0.9945405009459267,0.9951379782132188,0.993326631477093,0.9975263099620034,0.9649668821323119,0.9922053367579908,0.8185567951384587,0.9983828508925721,0.9940469222922693,0.9994054912874618,0.9973728112432184,0.9964726606987425,0.9987559525630436,0,0.988424871140884,0.9949933181772967,0.9915462778512479,0.9942006352907106,0.9908355598515451,0.9846371514472676,0.999671877072585,0.9945504382989118,0.999409400163911,0.8595676486430989,0.9999703079748211,0.998966764250043
Reuters,1,0.9865867495143785,0.9879996477241834,0.9855801390549936,0.9810848116149481,0.9857953200314397,0.9934671545445131,0.993290627894487,0.9823109498346746,0.9846761148562655,0.986526295361925,0.9260794473229707,0.9854810495626822,0.9872348060869639,0.982314086842246,0.985619370246593,0.9906474820143885,0.9971703721317322,0.7507536941022126,0.9884715198296513,0.9889292715982217,0.9845642844098131,0.9861276093071051,0.9900070957275476,0.9836884192112079,0.988424871140884,0,0.9896737685323586,0.9718671201548115,0.9872030869174165,0.9959472855560091,0.9903059470608456,0.9873175683510214,0.9866140278917145,0.9845642844098131,0.8686344216796084,0.9889129496455509,0.9838112092173881
SeekingAlpha,0.9986008861054665,0.9951404295407229,0.9951827363151705,0.9936937114220307,0.9908766449810549,0.9936531769527506,0.9963531674064611,0.9924825377223787,0.9893112409739525,0.9739572432971191,0.9939897972652318,0.9763829449992075,0.9969106652661682,0.9932889353032819,0.9920141179325038,0.9950293624392021,1,0.9980317031026971,0.7183260779779063,0.9956358861468351,0.9976695165620972,0.9932821133505236,0.99551288236997,0.9939082711240536,0.9927464358636486,0.9949933181772967,0.9896737685323586,0,0.9821111205966582,0.9972126906754749,0.9981002807617188,0.989413396488116,0.9946630250754214,0.9952439760901883,0.9935442825980023,0.8241327483133496,0.9936482554085588,0.9933937187222707
SlickCharts,0.9888323150033944,0.9894408930498929,0.9786230182688223,0.9817578046828097,0.9860046076281844,0.9802684653997848,0.9764350042480884,0.9874783542979935,0.9851201308120369,0.9807192060576918,0.9875684319234229,0.9877030162412993,0.9798438465710574,0.9903587949904096,0.9782559648034294,0.9859948945317748,0.9664779047426434,0.9772054470100652,0.614942137686659,0.99722895739522,0.9825295490388924,0.9848808374011329,0.9857626847508756,0.9884413564076316,0.985538495272602,0.9915462778512479,0.9718671201548115,0.9821111205966582,0,0.9800952996924539,0.9819986191644261,0.9727138643067846,0.9898025893367889,0.9807397877814872,0.9848474539011918,0.7868066429226264,0.9858366564056465,0.9873917333625699
StockAnalysis,1,0.9943681282152049,0.9929007960497385,0.9934070436467289,0.9914882399199314,0.9905887326880604,0.9943854231716708,0.9882081305240705,0.9887299849720419,0.9690270540572448,0.9914975326096693,1,0.9999320889257789,0.9922557959437115,0.9908707579616087,0.9928432736513869,1,0.9970294216413091,0.6588387266447763,1,0.9952700487713501,0.9907331811247141,0.9938929970926558,0.9940400194990598,0.9898493100401846,0.9942006352907106,0.9872030869174165,0.9972126906754749,0.9800952996924539,0,0.997817120292962,0.9882283657778504,0.9929809212408933,0.9959032686187725,0.991026520071138,0.7982424583344235,0.9927727634178533,0.9905592297401692
StockMonitor,0.9993965199316056,0.9934977268006738,0.9954925412952136,0.9959854447652573,0.990661139505853,0.9955921638468388,0.9953572384265453,0.9919353420739534,0.9965356502551372,0.9809286134197088,0.9941170674595584,0.998067840274796,0.9983527779841965,0.9930003950914312,0.9965923189324805,0.9963642155328182,1,0.9968089495013225,0.57910042004167,0.9942662251000939,0.9999885294134515,0.9894708738674097,0.9919427675048723,0.9956970227819684,0.9905534330072215,0.9908355598515451,0.9959472855560091,0.9981002807617188,0.9819986191644261,0.997817120292962,0,0.9935452364269486,0.9900722300964925,0.9975284609748363,0.9894708738674097,0.7644199555783359,0.9906379666628298,0.9931251571158449
TradingEconomics,0.9959216965742251,0.9878034955755163,0.9892973924439333,0.9965231726049979,0.9832061402549693,0.9906646751306946,0.9882833100222411,0.9825358608294619,0.9884716648347435,0.974186699721757,0.9860815130527437,1,0.9881532042068472,0.9858002789359964,0.9956087748354877,0.9886450859865137,0.9925650557620818,0.9911111111111112,0.5048879259201939,1,0.9918615057612709,0.9814091155304496,0.9816197312970009,0.9915756898478466,0.9800410037618716,0.9846371514472676,0.9903059470608456,0.989413396488116,0.9727138643067846,0.9882283657778504,0.9935452364269486,0,0.9804842457214099,0.9897749606607726,0.9814091155304496,0.6965344620144379,0.9826945658241737,0.9853070355601338
TradingView,0.9917003617791019,0.9967543472646666,0.9957865270244688,0.9916491013912644,0.9981183477456987,0.9947062609156511,0.9949922641206884,0.9925010222705377,0.9923002008938758,0.9757670685381256,0.9971968830775273,0.9923622476813966,0.9930404059704572,0.9941748561535719,0.9904519897317577,0.996738398374199,0.960510734695979,0.991926816161024,0.75673335879958,0.9985705763841211,0.9937773740388671,0.9992305621478581,0.9987271505487166,0.9969501733542329,0.999198706618212,0.999671877072585,0.9873175683510214,0.9946630250754214,0.9898025893367889,0.9929809212408933,0.9900722300964925,0.9804842457214099,0,0.9939887728870469,0.9992284201759508,0.8608652373203631,0.9999830519677513,0.9982971481290118
UnusualWhales,0.9986441798941799,0.9950537735453713,0.993904468131985,0.9957995856093427,0.9912548333108901,0.9918559523954243,0.9947112073614949,0.989357924883142,0.9897855558645872,0.9686846383341958,0.9928255820822921,0.9658708295071932,0.9963338968665727,0.9915999584156358,0.9960565304497587,0.9935404909794945,1,0.9975261635098361,0.6876634389983588,0.9961798084536276,0.9955981182795699,0.991973059111701,0.9950167347699338,0.9955569150530359,0.9924674622630366,0.9945504382989118,0.9866140278917145,0.9952439760901883,0.9807397877814872,0.9959032686187725,0.9975284609748363,0.9897749606607726,0.9939887728870469,0,0.9923750137005313,0.8319800108815892,0.9944407232889775,0.9925568070933842
WallStreetJournal,0.9922233300099701,0.9968916863711549,0.9940090876938571,0.9880340934248395,0.9978318729627083,0.9931826443201277,0.993203286366447,0.9915376967462807,0.9893640872168218,0.971733325640336,0.9962565334086736,0.9585425101214575,0.9913585774480639,0.9919943235742321,0.9879556370733692,0.9963986685654318,0.9612195368591364,0.9915704263356718,0.7122892446192163,0.9983806769560237,0.993657217269358,0.9997332910749431,0.9973425258539643,0.994818658591043,0.9982415724490683,0.999409400163911,0.9845642844098131,0.9935442825980023,0.9848474539011918,0.991026520071138,0.9894708738674097,0.9814091155304496,0.9992284201759508,0.9923750137005313,0,0.8366587433071623,0.998171224927611,0.9978700873534746
Webull,0.9478886788071782,0.8312729327475107,0.8247738935516944,0.8273731953790574,0.7990604959863671,0.824837832716737,0.8287627963815432,0.8522980139485872,0.8321246974140912,0.8287809856596724,0.8375417032029098,0.959100566572238,0.7983864936314949,0.8036567701421595,0.8215867171159951,0.8442465273518077,0.7763244428206065,0.7464862579281184,0.9204331890718787,0.9586429878427912,0.8349485132689711,0.8364436115008518,0.8449691565707916,0.8364840326277522,0.8360121240684704,0.8595676486430989,0.8686344216796084,0.8241327483133496,0.7868066429226264,0.7982424583344235,0.7644199555783359,0.6965344620144379,0.8608652373203631,0.8319800108815892,0.8366587433071623,0,0.8133157989315994,0.8370139373436677
Yahoo,0.9923028847735272,0.996305272962111,0.9941714893277105,0.9916193943006808,0.9971233400169165,0.9919694812834005,0.9958357979415592,0.9934579111817484,0.9938776922012637,0.9702826889712005,0.9958099268176736,0.9605546995377504,0.9931608257999515,0.9934399596485671,0.9909533265500378,0.9955106831088453,0.9619033427705757,0.9928659313143523,0.6648356190808631,0.9984764660167281,0.9940096173843992,0.9981740195759667,0.9970667518920537,0.9956790668039014,0.9976090181486786,0.9999703079748211,0.9889129496455509,0.9936482554085588,0.9858366564056465,0.9927727634178533,0.9906379666628298,0.9826945658241737,0.9999830519677513,0.9944407232889775,0.998171224927611,0.8133157989315994,0,0.9968371955959536
Ychart,0.9937326824119277,0.9979925070015937,0.9941413725721554,0.9894574825740632,0.9973498560187138,0.9919230302146218,0.992463316394707,0.9910936898268097,0.9917407283661878,0.965750524698114,0.9979649705073733,0.9608861726508785,0.991163080670417,0.9958620405496481,0.9889301543080173,0.998305189775368,0.9612195368591364,0.9926672974367796,0.6941924791637566,0.9989054682804708,0.9953423546503616,0.9975074372440405,0.9973326484770603,0.9958364192594389,0.997543875017267,0.998966764250043,0.9838112092173881,0.9933937187222707,0.9873917333625699,0.9905592297401692,0.9931251571158449,0.9853070355601338,0.9982971481290118,0.9925568070933842,0.9978700873534746,0.8370139373436677,0.9968371955959536,0
